player_name,national_team,club_name,club_wikipedia_url,club_country,start_age_est,end_age_est,start_year_est,end_year_est,source_primary,source_secondary,confidence,notes
Yahia Fofana,Côte d'Ivoire,Espérance Paris 19ème,,France,8,13,2008,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yahia_Fofana,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2013. Club country still needs backfill.
Yahia Fofana,Côte d'Ivoire,Red Star,https://en.wikipedia.org/wiki/Red_Star_F.C.,France,13,15,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yahia_Fofana,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2015. Club country still needs backfill.
Yahia Fofana,Côte d'Ivoire,Le Havre,https://en.wikipedia.org/wiki/Le_Havre_AC,France,15,16,2015,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yahia_Fofana,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2019. Club country still needs backfill.
Yan Diomande,Côte d'Ivoire,DME Academy,https://en.wikipedia.org/wiki/DME_Academy,United States,16,16,2022,2022,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yan_Diomande,medium,First-pass youth record from Wikipedia. Original youth span: 2022–2024. Club country still needs backfill.
Aaron Wan-Bissaka,DR Congo,Crystal Palace,https://en.wikipedia.org/wiki/Crystal_Palace_F.C._Under-21s_and_Academy,England,12,16,2009,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aaron_Wan-Bissaka,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2017. Club country still needs backfill.
Arthur Masuaku,DR Congo,Lille OM.S. Fives,,France,8,10,2001,2003,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Masuaku,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2003. Club country still needs backfill.
Arthur Masuaku,DR Congo,Lens,https://en.wikipedia.org/wiki/RC_Lens,France,10,15,2003,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Masuaku,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2008. Club country still needs backfill.
Arthur Masuaku,DR Congo,Valenciennes,https://en.wikipedia.org/wiki/Valenciennes_FC,France,15,16,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Masuaku,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2013. Club country still needs backfill.
Axel Tuanzebe,DR Congo,Manchester United,https://en.wikipedia.org/wiki/Manchester_United_F.C._Under-21s_and_Academy,England,9,16,2006,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Axel_Tuanzebe,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2015. Club country still needs backfill.
Brian Cipenga,DR Congo,Boavista,https://en.wikipedia.org/wiki/Boavista_F.C.,Portugal,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Brian_Cipenga,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Chancel Mbemba,DR Congo,E.S. La Grace,,DR Congo,12,13,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Chancel_Mbemba,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2007. Club country still needs backfill.
Chancel Mbemba,DR Congo,Mputu,,DR Congo,13,14,2007,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Chancel_Mbemba,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2008. Club country still needs backfill.
Chancel Mbemba,DR Congo,MK Etanchéité,https://en.wikipedia.org/wiki/FC_MK_Etanchéité,DR Congo,14,16,2008,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Chancel_Mbemba,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2012. Club country still needs backfill.
Cédric Bakambu,DR Congo,Ivry,https://en.wikipedia.org/wiki/US_Ivry,France,9,15,2000,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Cédric_Bakambu,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2006. Club country still needs backfill.
Cédric Bakambu,DR Congo,Sochaux,https://en.wikipedia.org/wiki/FC_Sochaux-Montbéliard,France,15,16,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Cédric_Bakambu,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2010. Club country still needs backfill.
Edo Kayembe,DR Congo,AS Efokan,,Cameroon,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Edo_Kayembe,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Lionel Mpasi,DR Congo,Torcy,https://en.wikipedia.org/wiki/US_Torcy,France,7,15,2001,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lionel_Mpasi,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2009. Club country still needs backfill.
Lionel Mpasi,DR Congo,Paris Saint-Germain,https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.,France,15,16,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lionel_Mpasi,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Villeneuvois,,France,6,7,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Alfortville,,France,7,9,2009,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Maccabi Paris,https://en.wikipedia.org/wiki/UJA_Maccabi_Paris_Métropole,France,9,10,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,US Ris-Orangis,,France,10,12,2012,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2014. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Lusitanos Saint-Maur,https://en.wikipedia.org/wiki/US_Lusitanos_Saint-Maur,France,12,14,2014,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2016. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Fleury,https://en.wikipedia.org/wiki/FC_Fleury_91_(men),France,14,15,2016,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2016–2017. Club country still needs backfill.
Nathanaël Mbuku,DR Congo,Reims,https://en.wikipedia.org/wiki/Stade_de_Reims,France,15,16,2017,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathanaël_Mbuku,medium,First-pass youth record from Wikipedia. Original youth span: 2017–2018. Club country still needs backfill.
Ngal'ayel Mukau,DR Congo,Zulte Waregem,https://en.wikipedia.org/wiki/S.V._Zulte_Waregem,Belgium,14,15,2018,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ngal'ayel_Mukau,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2019. Club country still needs backfill.
Ngal'ayel Mukau,DR Congo,Mechelen,https://en.wikipedia.org/wiki/K.V._Mechelen,Belgium,15,16,2019,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ngal'ayel_Mukau,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2023. Club country still needs backfill.
Noah Sadiki,DR Congo,Anderlecht,https://en.wikipedia.org/wiki/R.S.C._Anderlecht,Belgium,7,16,2011,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Noah_Sadiki,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2022. Club country still needs backfill.
Samuel Moutoussamy,DR Congo,Meudon AS,,France,7,14,2003,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Samuel_Moutoussamy,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2010. Club country still needs backfill.
Samuel Moutoussamy,DR Congo,Boulogne-Billancourt,https://en.wikipedia.org/wiki/AC_Boulogne-Billancourt,France,14,15,2010,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Samuel_Moutoussamy,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Samuel Moutoussamy,DR Congo,Lyon,https://en.wikipedia.org/wiki/Olympique_Lyonnais_Reserves_and_Academy,France,15,16,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Samuel_Moutoussamy,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2016. Club country still needs backfill.
Samuel Moutoussamy,DR Congo,Montrouge FC 92,,France,15,15,2011,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Samuel_Moutoussamy,medium,First-pass youth record from Wikipedia. Original youth span: 2011. Club country still needs backfill.
Steve Kapuadi,DR Congo,Zulte Waregem,https://en.wikipedia.org/wiki/S.V._Zulte_Waregem,Belgium,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Steve_Kapuadi,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Yoane Wissa,DR Congo,Épinay-sous-Sénart,,France,8,14,2004,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yoane_Wissa,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2010. Club country still needs backfill.
Yoane Wissa,DR Congo,Linas-Montlhéry,https://en.wikipedia.org/wiki/ESA_Linas-Montlhéry,France,14,15,2010,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yoane_Wissa,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Yoane Wissa,DR Congo,Épinay-sous-Sénart,,France,15,16,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Yoane_Wissa,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2013. Club country still needs backfill.
Alan Franco,Ecuador,Norte América,https://en.wikipedia.org/wiki/C.S._Norte_América,Ecuador,13,16,2011,2014,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Alan_Franco_(footballer,_born_1998)",medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Alan Franco,Ecuador,Venecia,,Ecuador,13,13,2011,2011,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Alan_Franco_(footballer,_born_1998)",medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2011. Club country still needs backfill.
Alan Franco,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/C.S.D._Independiente_del_Valle,Ecuador,16,16,2014,2014,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Alan_Franco_(footballer,_born_1998)",medium,First-pass youth record from Wikipedia. Original youth span: 2014–2017. Club country still needs backfill.
Enner Valencia,Ecuador,Caribe Junior,,Colombia,16,16,2005,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Enner_Valencia,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2008. Club country still needs backfill.
Gonzalo Plata,Ecuador,LDU Quito,https://en.wikipedia.org/wiki/L.D.U._Quito,Ecuador,11,12,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Gonzalo_Plata,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Gonzalo Plata,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/C.S.D._Independiente_del_Valle,Ecuador,12,16,2012,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Gonzalo_Plata,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2018. Club country still needs backfill.
Hernán Galíndez,Ecuador,Alianza Sports (seven-a-side),,Argentina,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Hernán_Galíndez,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Joel Ordóñez,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/C.S.D._Independiente_del_Valle,Ecuador,11,16,2015,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Joel_Ordóñez,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2022. Club country still needs backfill.
John Yeboah,Ecuador,FC Türkiye Wilhelmsburg,,Türkiye,15,15,2015,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/John_Yeboah,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2015. Club country still needs backfill.
John Yeboah,Ecuador,VfL Wolfsburg,https://en.wikipedia.org/wiki/VfL_Wolfsburg,Germany,15,16,2015,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/John_Yeboah,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2019. Club country still needs backfill.
Jordy Alcívar,Ecuador,LDU Quito,https://en.wikipedia.org/wiki/LDU_Quito,Ecuador,14,16,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jordy_Alcívar,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2018. Club country still needs backfill.
Moisés Caicedo,Ecuador,Mujer Trabajadora,,Spain,6,13,2007,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moisés_Caicedo,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2014. Club country still needs backfill.
Moisés Caicedo,Ecuador,Colorados Jaipadida,,Ecuador,14,15,2015,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moisés_Caicedo,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2016. Club country still needs backfill.
Moisés Caicedo,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/C.S.D._Independiente_del_Valle,Ecuador,15,16,2016,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moisés_Caicedo,medium,First-pass youth record from Wikipedia. Original youth span: 2016–2019. Club country still needs backfill.
Nilson Angulo,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/Independiente_del_Valle,Ecuador,12,15,2015,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nilson_Angulo,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2018. Club country still needs backfill.
Nilson Angulo,Ecuador,C.S. Norte América,https://en.wikipedia.org/wiki/C.S._Norte_América,Ecuador,15,16,2018,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nilson_Angulo,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2020. Club country still needs backfill.
Pedro Vite,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/C.S.D._Independiente_del_Valle,Ecuador,12,16,2014,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedro_Vite,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2019. Club country still needs backfill.
Pervis Estupiñán,Ecuador,LDU Quito,https://en.wikipedia.org/wiki/L.D.U._Quito,Ecuador,13,16,2011,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pervis_Estupiñán,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Piero Hincapié,Ecuador,Emelec Esmeraldas,,Ecuador,7,8,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Piero_Hincapié,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Piero Hincapié,Ecuador,Barcelona Esmeraldas,https://en.wikipedia.org/wiki/Barcelona_S.C.,Ecuador,8,10,2010,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Piero_Hincapié,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2012. Club country still needs backfill.
Piero Hincapié,Ecuador,Norte América,https://en.wikipedia.org/wiki/C.S._Norte_América,Ecuador,10,11,2012,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Piero_Hincapié,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Piero Hincapié,Ecuador,Deportivo Azogues,https://en.wikipedia.org/wiki/Deportivo_Azogues,Ecuador,11,14,2013,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Piero_Hincapié,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2016. Club country still needs backfill.
Piero Hincapié,Ecuador,Independiente del Valle,https://en.wikipedia.org/wiki/Independiente_del_Valle,Ecuador,14,16,2016,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Piero_Hincapié,medium,First-pass youth record from Wikipedia. Original youth span: 2016–2019. Club country still needs backfill.
